Time,Left_Y_Force,Right_Y_Force,Internal_Stress,Joint_Accel_Norm,K_Scale,D_Scale
0.05505847930908203,2.346839173016759e-08,2.3468391841189907e-08,2.346839178567875e-08,2.1227118930523693e-07,99.9999999999999,100.00000000000009
0.10494709014892578,2.2643987503503654e-08,2.264398755901482e-08,2.2643987531259237e-08,2.0885361802813999e-07,99.9999999999999,100.00000000000009
0.15503740310668945,2.187696569719001e-08,2.187696569719002e-08,2.1876965697190016e-08,2.0573944093156908e-07,99.9999999999999,100.00000000000009
0.20559215545654297,2.113432829513605e-08,2.1134328239624848e-08,2.113432826738045e-08,2.0267279248712043e-07,99.9999999999999,100.00000000000009
0.2550644874572754,2.0443639221239446e-08,2.044363916572834e-08,2.0443639193483893e-08,1.9989279187505397e-07,99.9999999999999,100.00000000000009
0.30502963066101074,1.9719219746165908e-08,1.9719219579632398e-08,1.9719219662899155e-08,1.9667900958200165e-07,99.9999999999999,100.00000000000009
0.35494494438171387,1.904530457627779e-08,1.9045304409744324e-08,1.9045304493011057e-08,1.9375038947632726e-07,99.9999999999999,100.00000000000009
0.4049489498138428,1.8367232887452714e-08,1.8367233053986257e-08,1.8367232970719487e-08,1.9075186080168398e-07,99.9999999999999,100.00000000000009
0.45507097244262695,1.773647430863965e-08,1.7736474197617313e-08,1.7736474253128484e-08,1.8791335172499053e-07,99.9999999999999,100.00000000000009
0.5050218105316162,1.7149932295453e-08,1.7149932406475312e-08,1.7149932350964154e-08,1.8522893564772395e-07,99.9999999999999,100.00000000000009
0.5548913478851318,1.6581415073678067e-08,1.658141501816694e-08,1.6581415045922505e-08,1.8269308946632368e-07,99.9999999999999,100.00000000000009
0.6050314903259277,1.5985250052058447e-08,1.5985250218591964e-08,1.5985250135325207e-08,1.7976134930928096e-07,99.9999999999999,100.00000000000009
0.6549954414367676,1.5430753295145006e-08,1.5430753128611506e-08,1.5430753211878256e-08,1.7708954785799062e-07,99.9999999999999,100.00000000000009
0.7055180072784424,1.489406086746171e-08,1.489406070092822e-08,1.4894060784194964e-08,1.7445819938091402e-07,99.9999999999999,100.00000000000009
0.7549145221710205,1.4354186212535994e-08,1.4354185990491402e-08,1.4354186101513698e-08,1.7176382412832472e-07,99.9999999999999,100.00000000000009
