Time,Left_Y_Force,Right_Y_Force,Internal_Stress,Joint_Accel_Norm,K_Scale,D_Scale
0.05544567108154297,0.0,0.0,0.0,2.187777477964842e-07,100.0,100.0
0.10510492324829102,0.0,0.0,0.0,2.1422575030136675e-07,100.0,100.0
0.15478301048278809,0.0,0.0,0.0,2.1314057499972165e-07,100.0,100.0
0.20495295524597168,0.0,0.0,0.0,2.10618283416011e-07,100.0,100.0
0.2557237148284912,0.0,0.0,0.0,2.676417515403654e-07,100.0,100.0
0.30484867095947266,0.0,0.0,0.0,2.0474667721913255e-07,100.0,100.0
0.3547043800354004,0.0,0.0,0.0,2.0185244687222e-07,100.0,100.0
0.4047963619232178,0.0,0.0,0.0,2.0932739208227535e-07,100.0,100.0
0.45469188690185547,0.0,0.0,0.0,2.0803600127919498e-07,100.0,100.0
0.5047883987426758,0.0,0.0,0.0,1.9242376666275093e-07,100.0,100.0
0.5552043914794922,0.0,0.0,0.0,1.988575318634223e-07,100.0,100.0
0.604877233505249,0.0,0.0,0.0,1.771558747544447e-07,100.0,100.0
0.6549863815307617,0.0,0.0,0.0,2.0486032972127632e-07,100.0,100.0
0.7048020362854004,0.0,0.0,0.0,1.7159180543059222e-07,100.0,100.0
0.7549605369567871,0.0,0.0,0.0,1.6526520628001726e-07,100.0,100.0
0.8049471378326416,0.0,0.0,0.0,1.8845209337735275e-07,100.0,100.0
0.8548386096954346,0.0,0.0,0.0,1.5334387387807836e-07,100.0,100.0
0.9050111770629883,0.0,0.0,0.0,1.798059566969659e-07,100.0,100.0
0.9559977054595947,0.0,0.0,0.0,1.687862747953223e-07,100.0,100.0
1.0049011707305908,1.242330208123381e-08,1.242330197021151e-08,1.242330202572266e-08,1.6094623490805298e-07,99.9999999999999,100.00000000000009
1.0547597408294678,1.200111441641254e-08,1.200111436090136e-08,1.2001114388656951e-08,1.58653508003755e-07,99.9999999999999,100.00000000000009
1.1049633026123047,1.1558537810239518e-08,1.1558537921261871e-08,1.1558537865750694e-08,1.5620715373997284e-07,99.9999999999999,100.00000000000009
1.1548271179199219,1.1147035231522033e-08,1.1147035231522072e-08,1.1147035231522052e-08,1.5389101404350677e-07,99.9999999999999,100.00000000000009
