metric,value
reason,node_shutdown
latency_topic,/joint_states
target_latency_ms,100
sample_count,30455
min_ms,0
mean_ms,0.513873
std_ms,0.914142
p50_ms,0
p90_ms,2
p95_ms,2
p99_ms,2
max_ms,16
over_target_count,0
over_target_ratio,0
zero_stamp_count,0
invalid_sample_count,0
negative_latency_count,1855
clock_not_ready_count,31
