index,time_sec,stage,dt_sec,left_step_mm,right_step_mm,sync_error_mm
1,44.764000,TRANSPORT,0.018000,0.301,0.294,0.007
2,44.786000,TRANSPORT,0.022000,0.000,0.000,0.000
3,44.806000,TRANSPORT,0.020000,0.000,0.000,0.000
4,44.826000,TRANSPORT,0.020000,0.178,0.182,0.004
5,44.846000,TRANSPORT,0.020000,0.000,0.000,0.000
6,44.866000,TRANSPORT,0.020000,0.000,0.000,0.000
7,44.888000,TRANSPORT,0.022000,0.113,0.151,0.038
8,44.906000,TRANSPORT,0.018000,0.000,0.000,0.000
9,44.928000,TRANSPORT,0.022000,0.000,0.000,0.000
10,44.946000,TRANSPORT,0.018000,0.000,0.000,0.000
11,44.966000,TRANSPORT,0.020000,0.075,0.064,0.011
12,44.986000,TRANSPORT,0.020000,0.000,0.000,0.000
13,45.006000,TRANSPORT,0.020000,0.000,0.000,0.000
14,45.028000,TRANSPORT,0.022000,0.054,0.077,0.023
15,45.044000,TRANSPORT,0.016000,0.000,0.000,0.000
16,45.066000,TRANSPORT,0.022000,0.000,0.000,0.000
17,45.086000,TRANSPORT,0.020000,0.066,0.074,0.009
18,45.106000,TRANSPORT,0.020000,0.000,0.000,0.000
19,45.126000,TRANSPORT,0.020000,0.000,0.000,0.000
20,45.146000,TRANSPORT,0.020000,0.000,0.000,0.000
21,45.168000,TRANSPORT,0.022000,0.063,0.050,0.013
22,45.184000,TRANSPORT,0.016000,0.000,0.000,0.000
23,45.204000,TRANSPORT,0.020000,0.000,0.000,0.000
24,45.222000,TRANSPORT,0.018000,0.076,0.081,0.005
25,45.244000,TRANSPORT,0.022000,0.000,0.000,0.000
26,45.264000,TRANSPORT,0.020000,0.000,0.000,0.000
27,45.282000,TRANSPORT,0.018000,0.125,0.119,0.006
28,45.308000,TRANSPORT,0.026000,0.000,0.000,0.000
29,45.324000,TRANSPORT,0.016000,0.000,0.000,0.000
30,45.346000,TRANSPORT,0.022000,0.000,0.000,0.000
31,45.364000,TRANSPORT,0.018000,0.879,0.787,0.092
32,45.386000,TRANSPORT,0.022000,0.000,0.000,0.000
33,45.408000,TRANSPORT,0.022000,0.000,0.000,0.000
34,45.426000,TRANSPORT,0.018000,1.039,0.678,0.361
35,45.446000,TRANSPORT,0.020000,0.000,0.000,0.000
36,45.466000,TRANSPORT,0.020000,0.000,0.000,0.000
37,45.486000,TRANSPORT,0.020000,2.264,1.845,0.419
38,45.504000,TRANSPORT,0.018000,0.000,0.000,0.000
39,45.522000,TRANSPORT,0.018000,0.000,0.000,0.000
40,45.548000,TRANSPORT,0.026000,0.000,0.000,0.000
41,45.564000,TRANSPORT,0.016000,4.385,4.094,0.291
42,45.588000,TRANSPORT,0.024000,0.000,0.000,0.000
43,45.608000,TRANSPORT,0.020000,0.000,0.000,0.000
44,45.628000,TRANSPORT,0.020000,6.704,6.435,0.270
45,45.646000,TRANSPORT,0.018000,0.000,0.000,0.000
46,45.666000,TRANSPORT,0.020000,0.000,0.000,0.000
47,45.688000,TRANSPORT,0.022000,9.198,8.905,0.293
48,45.708000,TRANSPORT,0.020000,0.000,0.000,0.000
49,45.726000,TRANSPORT,0.018000,0.000,0.000,0.000
50,45.748000,TRANSPORT,0.022000,0.000,0.000,0.000
51,45.766000,TRANSPORT,0.018000,10.946,10.589,0.357
52,45.788000,TRANSPORT,0.022000,0.000,0.000,0.000
53,45.804000,TRANSPORT,0.016000,0.000,0.000,0.000
54,45.828000,TRANSPORT,0.024000,11.903,11.476,0.427
55,45.846000,TRANSPORT,0.018000,0.000,0.000,0.000
56,45.866000,TRANSPORT,0.020000,0.000,0.000,0.000
57,45.888000,TRANSPORT,0.022000,13.538,13.021,0.517
58,45.908000,TRANSPORT,0.020000,0.000,0.000,0.000
59,45.926000,TRANSPORT,0.018000,0.000,0.000,0.000
60,45.948000,TRANSPORT,0.022000,0.000,0.000,0.000
61,45.968000,TRANSPORT,0.020000,12.717,12.222,0.495
62,45.986000,TRANSPORT,0.018000,0.000,0.000,0.000
63,46.006000,TRANSPORT,0.020000,0.000,0.000,0.000
64,46.026000,TRANSPORT,0.020000,12.429,11.979,0.451
65,46.048000,TRANSPORT,0.022000,0.000,0.000,0.000
66,46.066000,TRANSPORT,0.018000,0.000,0.000,0.000
67,46.086000,TRANSPORT,0.020000,12.086,11.737,0.350
68,46.106000,TRANSPORT,0.020000,0.000,0.000,0.000
69,46.128000,TRANSPORT,0.022000,0.000,0.000,0.000
70,46.146000,TRANSPORT,0.018000,0.000,0.000,0.000
71,46.166000,TRANSPORT,0.020000,12.118,11.936,0.182
72,46.186000,TRANSPORT,0.020000,0.000,0.000,0.000
73,46.206000,TRANSPORT,0.020000,0.000,0.000,0.000
74,46.228000,TRANSPORT,0.022000,11.488,11.552,0.064
75,46.244000,TRANSPORT,0.016000,0.000,0.000,0.000
76,46.266000,TRANSPORT,0.022000,0.000,0.000,0.000
77,46.286000,TRANSPORT,0.020000,0.000,0.000,0.000
78,46.298000,TRANSPORT,0.012000,11.613,11.980,0.367
79,46.326000,TRANSPORT,0.028000,0.000,0.000,0.000
80,46.342000,TRANSPORT,0.016000,0.000,0.000,0.000
81,46.364000,TRANSPORT,0.022000,11.103,11.794,0.691
82,46.388000,TRANSPORT,0.024000,0.000,0.000,0.000
83,46.406000,TRANSPORT,0.018000,0.000,0.000,0.000
84,46.424000,TRANSPORT,0.018000,10.320,11.299,0.979
85,46.446000,TRANSPORT,0.022000,0.000,0.000,0.000
86,46.464000,TRANSPORT,0.018000,0.000,0.000,0.000
87,46.482000,TRANSPORT,0.018000,11.206,12.658,1.452
88,46.508000,TRANSPORT,0.026000,0.000,0.000,0.000
89,46.526000,TRANSPORT,0.018000,0.000,0.000,0.000
90,46.546000,TRANSPORT,0.020000,0.000,0.000,0.000
91,46.568000,TRANSPORT,0.022000,11.073,12.912,1.839
92,46.582000,TRANSPORT,0.014000,0.000,0.000,0.000
93,46.604000,TRANSPORT,0.022000,0.000,0.000,0.000
94,46.626000,TRANSPORT,0.022000,9.650,11.552,1.902
