metric,value
reason,task_status_ERROR
latency_topic,/joint_states
target_latency_ms,100
sample_count,3112
min_ms,0
mean_ms,0.275064
std_ms,0.696241
p50_ms,0
p90_ms,2
p95_ms,2
p99_ms,2
max_ms,4
over_target_count,0
over_target_ratio,0
zero_stamp_count,0
invalid_sample_count,0
negative_latency_count,189
clock_not_ready_count,8
