index,receive_time_sec,source_stamp_sec,latency_ms
1,24.846000,24.846000,0.000
2,24.848000,24.848000,0.000
3,24.850000,24.850000,0.000
4,24.852000,24.852000,0.000
5,24.856000,24.854000,2.000
6,24.862000,24.856000,6.000
7,24.862000,24.858000,4.000
8,24.862000,24.860000,2.000
9,24.864000,24.862000,2.000
10,24.864000,24.864000,0.000
11,24.868000,24.866000,2.000
12,24.868000,24.868000,0.000
13,24.870000,24.870000,0.000
14,24.872000,24.872000,0.000
15,24.874000,24.874000,0.000
16,24.876000,24.876000,0.000
17,24.878000,24.878000,0.000
18,24.880000,24.880000,0.000
19,24.882000,24.882000,0.000
20,24.884000,24.884000,0.000
21,24.888000,24.886000,2.000
22,24.888000,24.888000,0.000
23,24.890000,24.890000,0.000
24,24.892000,24.892000,0.000
25,24.894000,24.894000,0.000
26,24.896000,24.896000,0.000
27,24.898000,24.898000,0.000
28,24.900000,24.900000,0.000
29,24.902000,24.902000,0.000
30,24.904000,24.904000,0.000
31,24.906000,24.906000,0.000
32,24.908000,24.908000,0.000
33,24.910000,24.910000,0.000
34,24.912000,24.912000,0.000
35,24.914000,24.914000,0.000
36,24.916000,24.916000,0.000
37,24.918000,24.918000,0.000
38,24.920000,24.920000,0.000
39,24.922000,24.922000,0.000
40,24.924000,24.924000,0.000
41,24.926000,24.926000,0.000
42,24.928000,24.928000,0.000
43,24.932000,24.930000,2.000
44,24.932000,24.932000,0.000
45,24.934000,24.934000,0.000
46,24.936000,24.936000,0.000
47,24.938000,24.938000,0.000
48,24.940000,24.940000,0.000
49,24.942000,24.942000,0.000
50,24.944000,24.944000,0.000
51,24.946000,24.946000,0.000
52,24.948000,24.948000,0.000
53,24.950000,24.950000,0.000
54,24.952000,24.952000,0.000
55,24.954000,24.954000,0.000
56,24.956000,24.956000,0.000
57,24.958000,24.958000,0.000
58,24.960000,24.960000,0.000
59,24.962000,24.962000,0.000
60,24.964000,24.964000,0.000
61,24.966000,24.966000,0.000
62,24.968000,24.968000,0.000
63,24.970000,24.970000,0.000
64,24.972000,24.972000,0.000
65,24.974000,24.974000,0.000
66,24.976000,24.976000,0.000
67,24.978000,24.978000,0.000
68,24.980000,24.980000,0.000
69,24.982000,24.982000,0.000
70,24.984000,24.984000,0.000
71,24.986000,24.986000,0.000
72,24.990000,24.988000,2.000
73,24.992000,24.990000,2.000
74,24.992000,24.992000,0.000
75,24.994000,24.994000,0.000
76,24.996000,24.996000,0.000
77,24.998000,24.998000,0.000
78,25.000000,25.000000,0.000
79,25.002000,25.002000,0.000
80,25.004000,25.004000,0.000
81,25.006000,25.006000,0.000
82,25.008000,25.008000,0.000
83,25.010000,25.010000,0.000
84,25.012000,25.012000,0.000
85,25.014000,25.014000,0.000
86,25.016000,25.016000,0.000
87,25.018000,25.018000,0.000
88,25.020000,25.020000,0.000
89,25.022000,25.022000,0.000
90,25.024000,25.024000,0.000
91,25.028000,25.026000,2.000
92,25.028000,25.028000,0.000
93,25.032000,25.030000,2.000
94,25.034000,25.032000,2.000
95,25.034000,25.034000,0.000
96,25.036000,25.036000,0.000
97,25.038000,25.038000,0.000
98,25.040000,25.040000,0.000
99,25.044000,25.042000,2.000
100,25.044000,25.044000,0.000
101,25.046000,25.046000,0.000
102,25.050000,25.048000,2.000
103,25.052000,25.050000,2.000
104,25.052000,25.052000,0.000
105,25.054000,25.054000,0.000
106,25.056000,25.056000,0.000
107,25.058000,25.058000,0.000
108,25.060000,25.060000,0.000
109,25.064000,25.062000,2.000
110,25.064000,25.064000,0.000
111,25.068000,25.066000,2.000
112,25.068000,25.068000,0.000
113,25.070000,25.070000,0.000
114,25.074000,25.072000,2.000
115,25.076000,25.074000,2.000
116,25.076000,25.076000,0.000
117,25.078000,25.078000,0.000
118,25.082000,25.080000,2.000
119,25.084000,25.082000,2.000
120,25.084000,25.084000,0.000
121,25.088000,25.086000,2.000
122,25.088000,25.088000,0.000
123,25.090000,25.090000,0.000
124,25.092000,25.092000,0.000
125,25.096000,25.094000,2.000
126,25.096000,25.096000,0.000
127,25.098000,25.098000,0.000
128,25.100000,25.100000,0.000
129,25.102000,25.102000,0.000
130,25.104000,25.104000,0.000
131,25.106000,25.106000,0.000
132,25.108000,25.108000,0.000
133,25.110000,25.110000,0.000
134,25.112000,25.112000,0.000
135,25.114000,25.114000,0.000
136,25.116000,25.116000,0.000
137,25.120000,25.118000,2.000
138,25.120000,25.120000,0.000
139,25.122000,25.122000,0.000
140,25.124000,25.124000,0.000
141,25.126000,25.126000,0.000
142,25.128000,25.128000,0.000
143,25.130000,25.130000,0.000
144,25.132000,25.132000,0.000
145,25.134000,25.134000,0.000
146,25.136000,25.136000,0.000
147,25.138000,25.138000,0.000
148,25.140000,25.140000,0.000
149,25.142000,25.142000,0.000
150,25.144000,25.144000,0.000
151,25.146000,25.146000,0.000
152,25.150000,25.148000,2.000
153,25.150000,25.150000,0.000
154,25.152000,25.152000,0.000
155,25.154000,25.154000,0.000
156,25.156000,25.156000,0.000
157,25.158000,25.158000,0.000
158,25.160000,25.160000,0.000
159,25.162000,25.162000,0.000
160,25.164000,25.164000,0.000
161,25.166000,25.166000,0.000
162,25.168000,25.168000,0.000
163,25.170000,25.170000,0.000
164,25.172000,25.172000,0.000
165,25.174000,25.174000,0.000
166,25.176000,25.176000,0.000
167,25.178000,25.178000,0.000
168,25.180000,25.180000,0.000
169,25.182000,25.182000,0.000
170,25.184000,25.184000,0.000
171,25.186000,25.186000,0.000
172,25.188000,25.188000,0.000
173,25.190000,25.190000,0.000
174,25.192000,25.192000,0.000
175,25.194000,25.194000,0.000
176,25.196000,25.196000,0.000
177,25.198000,25.198000,0.000
178,25.200000,25.200000,0.000
179,25.202000,25.202000,0.000
180,25.206000,25.204000,2.000
181,25.206000,25.206000,0.000
182,25.208000,25.208000,0.000
183,25.210000,25.210000,0.000
184,25.214000,25.212000,2.000
185,25.214000,25.214000,0.000
186,25.216000,25.216000,0.000
187,25.218000,25.218000,0.000
188,25.220000,25.220000,0.000
189,25.222000,25.222000,0.000
190,25.224000,25.224000,0.000
191,25.226000,25.226000,0.000
192,25.228000,25.228000,0.000
193,25.232000,25.230000,2.000
194,25.232000,25.232000,0.000
195,25.234000,25.234000,0.000
196,25.236000,25.236000,0.000
197,25.238000,25.238000,0.000
198,25.240000,25.240000,0.000
199,25.242000,25.242000,0.000
200,25.244000,25.244000,0.000
201,25.246000,25.246000,0.000
202,25.248000,25.248000,0.000
203,25.250000,25.250000,0.000
204,25.252000,25.252000,0.000
205,25.254000,25.254000,0.000
206,25.256000,25.256000,0.000
207,25.258000,25.258000,0.000
208,25.260000,25.260000,0.000
209,25.262000,25.262000,0.000
210,25.264000,25.264000,0.000
211,25.266000,25.266000,0.000
212,25.268000,25.268000,0.000
213,25.272000,25.270000,2.000
214,25.272000,25.272000,0.000
215,25.276000,25.274000,2.000
216,25.276000,25.276000,0.000
217,25.280000,25.278000,2.000
218,25.280000,25.280000,0.000
219,25.282000,25.282000,0.000
220,25.284000,25.284000,0.000
221,25.286000,25.286000,0.000
222,25.290000,25.288000,2.000
223,25.290000,25.290000,0.000
224,25.292000,25.292000,0.000
225,25.294000,25.294000,0.000
226,25.296000,25.296000,0.000
227,25.300000,25.298000,2.000
