index,receive_time_sec,source_stamp_sec,latency_ms
1,23.530000,23.530000,0.000
2,23.532000,23.532000,0.000
3,23.534000,23.534000,0.000
4,23.536000,23.536000,0.000
5,23.538000,23.538000,0.000
6,23.540000,23.540000,0.000
7,23.542000,23.542000,0.000
8,23.544000,23.544000,0.000
9,23.546000,23.546000,0.000
10,23.548000,23.548000,0.000
11,23.550000,23.550000,0.000
12,23.552000,23.552000,0.000
13,23.554000,23.554000,0.000
14,23.556000,23.556000,0.000
15,23.558000,23.558000,0.000
16,23.560000,23.560000,0.000
17,23.562000,23.562000,0.000
18,23.564000,23.564000,0.000
19,23.566000,23.566000,0.000
20,23.568000,23.568000,0.000
21,23.570000,23.570000,0.000
22,23.572000,23.572000,0.000
23,23.574000,23.574000,0.000
24,23.576000,23.576000,0.000
25,23.578000,23.578000,0.000
26,23.580000,23.580000,0.000
27,23.582000,23.582000,0.000
28,23.584000,23.584000,0.000
29,23.586000,23.586000,0.000
30,23.588000,23.588000,0.000
31,23.590000,23.590000,0.000
32,23.592000,23.592000,0.000
33,23.594000,23.594000,0.000
34,23.596000,23.596000,0.000
35,23.598000,23.598000,0.000
36,23.600000,23.600000,0.000
37,23.602000,23.602000,0.000
38,23.604000,23.604000,0.000
39,23.606000,23.606000,0.000
40,23.608000,23.608000,0.000
41,23.610000,23.610000,0.000
42,23.612000,23.612000,0.000
43,23.614000,23.614000,0.000
44,23.616000,23.616000,0.000
45,23.620000,23.618000,2.000
46,23.620000,23.620000,0.000
47,23.622000,23.622000,0.000
48,23.624000,23.624000,0.000
49,23.626000,23.626000,0.000
50,23.628000,23.628000,0.000
51,23.630000,23.630000,0.000
52,23.632000,23.632000,0.000
53,23.634000,23.634000,0.000
54,23.636000,23.636000,0.000
55,23.638000,23.638000,0.000
56,23.640000,23.640000,0.000
57,23.642000,23.642000,0.000
58,23.644000,23.644000,0.000
59,23.646000,23.646000,0.000
60,23.648000,23.648000,0.000
61,23.650000,23.650000,0.000
62,23.652000,23.652000,0.000
63,23.654000,23.654000,0.000
64,23.656000,23.656000,0.000
65,23.658000,23.658000,0.000
66,23.660000,23.660000,0.000
67,23.662000,23.662000,0.000
68,23.664000,23.664000,0.000
69,23.666000,23.666000,0.000
70,23.668000,23.668000,0.000
71,23.670000,23.670000,0.000
72,23.672000,23.672000,0.000
73,23.674000,23.674000,0.000
74,23.676000,23.676000,0.000
75,23.678000,23.678000,0.000
76,23.680000,23.680000,0.000
77,23.682000,23.682000,0.000
78,23.684000,23.684000,0.000
79,23.686000,23.686000,0.000
80,23.688000,23.688000,0.000
81,23.690000,23.690000,0.000
82,23.692000,23.692000,0.000
83,23.694000,23.694000,0.000
84,23.696000,23.696000,0.000
85,23.698000,23.698000,0.000
86,23.700000,23.700000,0.000
87,23.702000,23.702000,0.000
88,23.704000,23.704000,0.000
89,23.706000,23.706000,0.000
90,23.708000,23.708000,0.000
91,23.710000,23.710000,0.000
92,23.712000,23.712000,0.000
93,23.714000,23.714000,0.000
94,23.716000,23.716000,0.000
95,23.718000,23.718000,0.000
96,23.720000,23.720000,0.000
97,23.722000,23.722000,0.000
98,23.724000,23.724000,0.000
99,23.726000,23.726000,0.000
100,23.728000,23.728000,0.000
101,23.730000,23.730000,0.000
102,23.732000,23.732000,0.000
103,23.734000,23.734000,0.000
104,23.736000,23.736000,0.000
105,23.738000,23.738000,0.000
106,23.740000,23.740000,0.000
107,23.742000,23.742000,0.000
108,23.744000,23.744000,0.000
109,23.746000,23.746000,0.000
110,23.748000,23.748000,0.000
111,23.750000,23.750000,0.000
112,23.752000,23.752000,0.000
113,23.754000,23.754000,0.000
114,23.756000,23.756000,0.000
115,23.760000,23.758000,2.000
116,23.760000,23.760000,0.000
117,23.762000,23.762000,0.000
118,23.764000,23.764000,0.000
119,23.766000,23.766000,0.000
120,23.770000,23.768000,2.000
121,23.770000,23.770000,0.000
122,23.772000,23.772000,0.000
123,23.774000,23.774000,0.000
124,23.776000,23.776000,0.000
125,23.778000,23.778000,0.000
126,23.782000,23.780000,2.000
127,23.782000,23.782000,0.000
128,23.784000,23.784000,0.000
129,23.788000,23.786000,2.000
130,23.788000,23.788000,0.000
131,23.790000,23.790000,0.000
132,23.792000,23.792000,0.000
133,23.794000,23.794000,0.000
134,23.796000,23.796000,0.000
135,23.798000,23.798000,0.000
136,23.800000,23.800000,0.000
137,23.802000,23.802000,0.000
138,23.806000,23.804000,2.000
139,23.806000,23.806000,0.000
140,23.808000,23.808000,0.000
141,23.810000,23.810000,0.000
142,23.812000,23.812000,0.000
143,23.814000,23.814000,0.000
144,23.816000,23.816000,0.000
145,23.818000,23.818000,0.000
146,23.820000,23.820000,0.000
147,23.822000,23.822000,0.000
148,23.824000,23.824000,0.000
149,23.826000,23.826000,0.000
150,23.828000,23.828000,0.000
151,23.830000,23.830000,0.000
152,23.832000,23.832000,0.000
153,23.834000,23.834000,0.000
154,23.836000,23.836000,0.000
155,23.838000,23.838000,0.000
156,23.840000,23.840000,0.000
157,23.842000,23.842000,0.000
158,23.844000,23.844000,0.000
159,23.848000,23.846000,2.000
160,23.848000,23.848000,0.000
161,23.850000,23.850000,0.000
162,23.852000,23.852000,0.000
163,23.854000,23.854000,0.000
164,23.856000,23.856000,0.000
165,23.858000,23.858000,0.000
166,23.860000,23.860000,0.000
167,23.862000,23.862000,0.000
168,23.864000,23.864000,0.000
169,23.866000,23.866000,0.000
170,23.868000,23.868000,0.000
171,23.872000,23.870000,2.000
172,23.872000,23.872000,0.000
173,23.874000,23.874000,0.000
174,23.876000,23.876000,0.000
175,23.878000,23.878000,0.000
176,23.880000,23.880000,0.000
177,23.882000,23.882000,0.000
178,23.884000,23.884000,0.000
179,23.886000,23.886000,0.000
180,23.888000,23.888000,0.000
181,23.890000,23.890000,0.000
182,23.892000,23.892000,0.000
183,23.894000,23.894000,0.000
184,23.896000,23.896000,0.000
185,23.898000,23.898000,0.000
186,23.900000,23.900000,0.000
187,23.902000,23.902000,0.000
188,23.904000,23.904000,0.000
189,23.906000,23.906000,0.000
190,23.908000,23.908000,0.000
191,23.910000,23.910000,0.000
192,23.912000,23.912000,0.000
193,23.914000,23.914000,0.000
194,23.916000,23.916000,0.000
195,23.918000,23.918000,0.000
196,23.920000,23.920000,0.000
197,23.922000,23.922000,0.000
198,23.924000,23.924000,0.000
199,23.926000,23.926000,0.000
200,23.928000,23.928000,0.000
201,23.930000,23.930000,0.000
202,23.932000,23.932000,0.000
203,23.934000,23.934000,0.000
204,23.936000,23.936000,0.000
205,23.938000,23.938000,0.000
206,23.940000,23.940000,0.000
207,23.942000,23.942000,0.000
208,23.944000,23.944000,0.000
209,23.946000,23.946000,0.000
210,23.948000,23.948000,0.000
211,23.950000,23.950000,0.000
212,23.952000,23.952000,0.000
213,23.954000,23.954000,0.000
214,23.956000,23.956000,0.000
215,23.958000,23.958000,0.000
216,23.960000,23.960000,0.000
217,23.962000,23.962000,0.000
218,23.964000,23.964000,0.000
219,23.966000,23.966000,0.000
220,23.968000,23.968000,0.000
221,23.970000,23.970000,0.000
222,23.972000,23.972000,0.000
223,23.974000,23.974000,0.000
224,23.976000,23.976000,0.000
225,23.978000,23.978000,0.000
226,23.980000,23.980000,0.000
227,23.982000,23.982000,0.000
228,23.984000,23.984000,0.000
229,23.986000,23.986000,0.000
230,23.988000,23.988000,0.000
231,23.990000,23.990000,0.000
232,23.992000,23.992000,0.000
233,23.994000,23.994000,0.000
234,23.996000,23.996000,0.000
235,23.998000,23.998000,0.000
236,24.000000,24.000000,0.000
237,24.002000,24.002000,0.000
238,24.004000,24.004000,0.000
239,24.008000,24.006000,2.000
240,24.008000,24.008000,0.000
241,24.010000,24.010000,0.000
242,24.012000,24.012000,0.000
243,24.014000,24.014000,0.000
244,24.016000,24.016000,0.000
245,24.018000,24.018000,0.000
246,24.020000,24.020000,0.000
247,24.022000,24.022000,0.000
248,24.024000,24.024000,0.000
249,24.026000,24.026000,0.000
250,24.028000,24.028000,0.000
251,24.030000,24.030000,0.000
252,24.032000,24.032000,0.000
253,24.034000,24.034000,0.000
254,24.036000,24.036000,0.000
255,24.038000,24.038000,0.000
256,24.040000,24.040000,0.000
257,24.042000,24.042000,0.000
258,24.044000,24.044000,0.000
259,24.046000,24.046000,0.000
260,24.048000,24.048000,0.000
261,24.050000,24.050000,0.000
262,24.052000,24.052000,0.000
263,24.054000,24.054000,0.000
264,24.056000,24.056000,0.000
265,24.058000,24.058000,0.000
266,24.060000,24.060000,0.000
267,24.062000,24.062000,0.000
268,24.064000,24.064000,0.000
269,24.066000,24.066000,0.000
270,24.068000,24.068000,0.000
271,24.070000,24.070000,0.000
272,24.072000,24.072000,0.000
273,24.074000,24.074000,0.000
274,24.076000,24.076000,0.000
275,24.078000,24.078000,0.000
276,24.080000,24.080000,0.000
277,24.082000,24.082000,0.000
278,24.084000,24.084000,0.000
279,24.086000,24.086000,0.000
280,24.088000,24.088000,0.000
281,24.090000,24.090000,0.000
282,24.092000,24.092000,0.000
283,24.094000,24.094000,0.000
284,24.096000,24.096000,0.000
285,24.098000,24.098000,0.000
286,24.100000,24.100000,0.000
287,24.102000,24.102000,0.000
288,24.104000,24.104000,0.000
289,24.106000,24.106000,0.000
290,24.108000,24.108000,0.000
291,24.110000,24.110000,0.000
292,24.112000,24.112000,0.000
293,24.114000,24.114000,0.000
294,24.116000,24.116000,0.000
295,24.118000,24.118000,0.000
296,24.120000,24.120000,0.000
297,24.122000,24.122000,0.000
298,24.124000,24.124000,0.000
299,24.126000,24.126000,0.000
300,24.128000,24.128000,0.000
301,24.130000,24.130000,0.000
302,24.132000,24.132000,0.000
303,24.134000,24.134000,0.000
304,24.136000,24.136000,0.000
305,24.138000,24.138000,0.000
306,24.140000,24.140000,0.000
307,24.142000,24.142000,0.000
308,24.144000,24.144000,0.000
309,24.146000,24.146000,0.000
310,24.148000,24.148000,0.000
311,24.150000,24.150000,0.000
312,24.152000,24.152000,0.000
313,24.154000,24.154000,0.000
314,24.156000,24.156000,0.000
315,24.158000,24.158000,0.000
316,24.160000,24.160000,0.000
317,24.162000,24.162000,0.000
318,24.164000,24.164000,0.000
319,24.166000,24.166000,0.000
320,24.168000,24.168000,0.000
321,24.170000,24.170000,0.000
322,24.172000,24.172000,0.000
323,24.174000,24.174000,0.000
324,24.176000,24.176000,0.000
325,24.178000,24.178000,0.000
326,24.180000,24.180000,0.000
327,24.182000,24.182000,0.000
328,24.184000,24.184000,0.000
329,24.186000,24.186000,0.000
330,24.188000,24.188000,0.000
331,24.190000,24.190000,0.000
332,24.192000,24.192000,0.000
333,24.194000,24.194000,0.000
