index,receive_time_sec,source_stamp_sec,latency_ms
1,22.782000,22.782000,0.000
2,22.784000,22.784000,0.000
3,22.786000,22.786000,0.000
4,22.788000,22.788000,0.000
5,22.790000,22.790000,0.000
6,22.792000,22.792000,0.000
7,22.794000,22.794000,0.000
8,22.796000,22.796000,0.000
9,22.798000,22.798000,0.000
10,22.800000,22.800000,0.000
11,22.802000,22.802000,0.000
12,22.804000,22.804000,0.000
13,22.806000,22.806000,0.000
14,22.808000,22.808000,0.000
15,22.810000,22.810000,0.000
16,22.812000,22.812000,0.000
17,22.814000,22.814000,0.000
18,22.816000,22.816000,0.000
19,22.818000,22.818000,0.000
20,22.820000,22.820000,0.000
21,22.822000,22.822000,0.000
22,22.824000,22.824000,0.000
23,22.826000,22.826000,0.000
24,22.828000,22.828000,0.000
25,22.830000,22.830000,0.000
26,22.832000,22.832000,0.000
27,22.834000,22.834000,0.000
28,22.836000,22.836000,0.000
29,22.838000,22.838000,0.000
30,22.840000,22.840000,0.000
31,22.842000,22.842000,0.000
32,22.844000,22.844000,0.000
33,22.846000,22.846000,0.000
34,22.848000,22.848000,0.000
35,22.850000,22.850000,0.000
36,22.852000,22.852000,0.000
37,22.856000,22.854000,2.000
38,22.856000,22.856000,0.000
39,22.858000,22.858000,0.000
40,22.860000,22.860000,0.000
41,22.862000,22.862000,0.000
42,22.866000,22.864000,2.000
43,22.866000,22.866000,0.000
44,22.868000,22.868000,0.000
45,22.872000,22.870000,2.000
46,22.872000,22.872000,0.000
47,22.874000,22.874000,0.000
48,22.876000,22.876000,0.000
49,22.878000,22.878000,0.000
50,22.880000,22.880000,0.000
51,22.884000,22.882000,2.000
52,22.886000,22.884000,2.000
53,22.886000,22.886000,0.000
54,22.890000,22.888000,2.000
55,22.890000,22.890000,0.000
56,22.892000,22.892000,0.000
57,22.896000,22.894000,2.000
58,22.896000,22.896000,0.000
59,22.900000,22.898000,2.000
60,22.900000,22.900000,0.000
61,22.902000,22.902000,0.000
62,22.906000,22.904000,2.000
63,22.906000,22.906000,0.000
64,22.908000,22.908000,0.000
65,22.912000,22.910000,2.000
66,22.912000,22.912000,0.000
67,22.914000,22.914000,0.000
68,22.918000,22.916000,2.000
69,22.920000,22.918000,2.000
70,22.922000,22.920000,2.000
71,22.922000,22.922000,0.000
72,22.924000,22.924000,0.000
73,22.926000,22.926000,0.000
74,22.930000,22.928000,2.000
75,22.930000,22.930000,0.000
76,22.932000,22.932000,0.000
77,22.934000,22.934000,0.000
78,22.936000,22.936000,0.000
79,22.938000,22.938000,0.000
