metric,value
reason,node_shutdown
latency_topic,/joint_states
target_latency_ms,100
sample_count,19777
min_ms,0
mean_ms,0.571674
std_ms,0.910537
p50_ms,0
p90_ms,2
p95_ms,2
p99_ms,2
max_ms,8
over_target_count,0
over_target_ratio,0
zero_stamp_count,0
invalid_sample_count,0
negative_latency_count,1204
clock_not_ready_count,0
