metric,value
reason,task_status_DONE
latency_topic,/joint_states
target_latency_ms,100
sample_count,20037
min_ms,0
mean_ms,0.375905
std_ms,0.786949
p50_ms,0
p90_ms,2
p95_ms,2
p99_ms,2
max_ms,4
over_target_count,0
over_target_ratio,0
zero_stamp_count,0
invalid_sample_count,0
negative_latency_count,1214
clock_not_ready_count,3
