index,time_sec,stage,dt_sec,left_step_mm,right_step_mm,sync_error_mm
1,35.968000,TRANSPORT,0.016000,0.794,0.845,0.051
2,35.992000,TRANSPORT,0.024000,0.000,0.000,0.000
3,36.010000,TRANSPORT,0.018000,0.000,0.000,0.000
4,36.030000,TRANSPORT,0.020000,0.757,0.729,0.028
5,36.052000,TRANSPORT,0.022000,0.000,0.000,0.000
6,36.072000,TRANSPORT,0.020000,0.000,0.000,0.000
7,36.090000,TRANSPORT,0.018000,1.193,1.094,0.100
8,36.112000,TRANSPORT,0.022000,0.000,0.000,0.000
9,36.132000,TRANSPORT,0.020000,0.000,0.000,0.000
10,36.152000,TRANSPORT,0.020000,0.000,0.000,0.000
11,36.172000,TRANSPORT,0.020000,1.067,0.979,0.088
12,36.192000,TRANSPORT,0.020000,0.000,0.000,0.000
13,36.212000,TRANSPORT,0.020000,0.000,0.000,0.000
14,36.230000,TRANSPORT,0.018000,1.043,0.998,0.044
15,36.248000,TRANSPORT,0.018000,0.000,0.000,0.000
16,36.272000,TRANSPORT,0.024000,0.000,0.000,0.000
17,36.290000,TRANSPORT,0.018000,1.151,1.157,0.006
18,36.308000,TRANSPORT,0.018000,0.000,0.000,0.000
19,36.332000,TRANSPORT,0.024000,0.000,0.000,0.000
20,36.348000,TRANSPORT,0.016000,0.000,0.000,0.000
21,36.368000,TRANSPORT,0.020000,1.571,1.529,0.042
22,36.392000,TRANSPORT,0.024000,0.000,0.000,0.000
23,36.412000,TRANSPORT,0.020000,0.000,0.000,0.000
24,36.430000,TRANSPORT,0.018000,2.456,2.368,0.088
25,36.450000,TRANSPORT,0.020000,0.000,0.000,0.000
26,36.472000,TRANSPORT,0.022000,0.000,0.000,0.000
27,36.490000,TRANSPORT,0.018000,2.968,2.872,0.096
28,36.512000,TRANSPORT,0.022000,0.000,0.000,0.000
29,36.532000,TRANSPORT,0.020000,0.000,0.000,0.000
30,36.546000,TRANSPORT,0.014000,0.000,0.000,0.000
31,36.572000,TRANSPORT,0.026000,3.224,3.106,0.118
32,36.592000,TRANSPORT,0.020000,0.000,0.000,0.000
33,36.612000,TRANSPORT,0.020000,0.000,0.000,0.000
34,36.632000,TRANSPORT,0.020000,4.612,4.509,0.104
35,36.652000,TRANSPORT,0.020000,0.000,0.000,0.000
36,36.672000,TRANSPORT,0.020000,0.000,0.000,0.000
37,36.692000,TRANSPORT,0.020000,4.570,4.584,0.014
38,36.712000,TRANSPORT,0.020000,0.000,0.000,0.000
39,36.730000,TRANSPORT,0.018000,0.000,0.000,0.000
40,36.752000,TRANSPORT,0.022000,0.000,0.000,0.000
41,36.772000,TRANSPORT,0.020000,5.116,5.103,0.014
42,36.790000,TRANSPORT,0.018000,0.000,0.000,0.000
43,36.812000,TRANSPORT,0.022000,0.000,0.000,0.000
44,36.830000,TRANSPORT,0.018000,5.829,5.799,0.030
45,36.852000,TRANSPORT,0.022000,0.000,0.000,0.000
46,36.872000,TRANSPORT,0.020000,0.000,0.000,0.000
47,36.892000,TRANSPORT,0.020000,6.344,6.201,0.143
48,36.910000,TRANSPORT,0.018000,0.000,0.000,0.000
49,36.926000,TRANSPORT,0.016000,0.000,0.000,0.000
50,36.952000,TRANSPORT,0.026000,0.000,0.000,0.000
51,36.972000,TRANSPORT,0.020000,7.207,7.068,0.139
52,36.988000,TRANSPORT,0.016000,0.000,0.000,0.000
53,37.012000,TRANSPORT,0.024000,0.000,0.000,0.000
54,37.032000,TRANSPORT,0.020000,7.270,7.167,0.103
55,37.052000,TRANSPORT,0.020000,0.000,0.000,0.000
56,37.072000,TRANSPORT,0.020000,0.000,0.000,0.000
57,37.092000,TRANSPORT,0.020000,8.102,8.031,0.071
58,37.104000,TRANSPORT,0.012000,0.000,0.000,0.000
59,37.130000,TRANSPORT,0.026000,0.000,0.000,0.000
60,37.148000,TRANSPORT,0.018000,0.000,0.000,0.000
61,37.172000,TRANSPORT,0.024000,8.319,8.270,0.049
62,37.192000,TRANSPORT,0.020000,0.000,0.000,0.000
63,37.210000,TRANSPORT,0.018000,0.000,0.000,0.000
64,37.226000,TRANSPORT,0.016000,8.154,8.296,0.142
65,37.252000,TRANSPORT,0.026000,0.000,0.000,0.000
66,37.272000,TRANSPORT,0.020000,0.000,0.000,0.000
67,37.292000,TRANSPORT,0.020000,7.440,7.514,0.073
68,37.312000,TRANSPORT,0.020000,0.000,0.000,0.000
69,37.332000,TRANSPORT,0.020000,0.000,0.000,0.000
70,37.346000,TRANSPORT,0.014000,0.000,0.000,0.000
71,37.368000,TRANSPORT,0.022000,6.949,6.931,0.018
72,37.390000,TRANSPORT,0.022000,0.000,0.000,0.000
73,37.412000,TRANSPORT,0.022000,0.000,0.000,0.000
74,37.428000,TRANSPORT,0.016000,7.303,7.433,0.130
75,37.450000,TRANSPORT,0.022000,0.000,0.000,0.000
76,37.470000,TRANSPORT,0.020000,0.000,0.000,0.000
77,37.492000,TRANSPORT,0.022000,6.546,6.636,0.090
78,37.508000,TRANSPORT,0.016000,0.000,0.000,0.000
79,37.530000,TRANSPORT,0.022000,0.000,0.000,0.000
80,37.550000,TRANSPORT,0.020000,0.000,0.000,0.000
81,37.572000,TRANSPORT,0.022000,5.886,5.829,0.058
82,37.592000,TRANSPORT,0.020000,0.000,0.000,0.000
83,37.612000,TRANSPORT,0.020000,0.000,0.000,0.000
84,37.632000,TRANSPORT,0.020000,5.408,5.413,0.004
85,37.652000,TRANSPORT,0.020000,0.000,0.000,0.000
86,37.672000,TRANSPORT,0.020000,0.000,0.000,0.000
87,37.692000,TRANSPORT,0.020000,4.468,4.445,0.023
88,37.712000,TRANSPORT,0.020000,0.000,0.000,0.000
89,37.730000,TRANSPORT,0.018000,0.000,0.000,0.000
90,37.752000,TRANSPORT,0.022000,0.000,0.000,0.000
91,37.772000,TRANSPORT,0.020000,4.146,4.121,0.026
92,37.792000,TRANSPORT,0.020000,0.000,0.000,0.000
93,37.810000,TRANSPORT,0.018000,0.000,0.000,0.000
94,37.830000,TRANSPORT,0.020000,3.054,3.183,0.130
95,37.848000,TRANSPORT,0.018000,0.000,0.000,0.000
96,37.872000,TRANSPORT,0.024000,0.000,0.000,0.000
97,37.892000,TRANSPORT,0.020000,2.138,2.202,0.064
98,37.912000,TRANSPORT,0.020000,0.000,0.000,0.000
99,37.932000,TRANSPORT,0.020000,0.000,0.000,0.000
100,37.948000,TRANSPORT,0.016000,0.000,0.000,0.000
101,37.970000,TRANSPORT,0.022000,1.678,1.754,0.076
102,37.992000,TRANSPORT,0.022000,0.000,0.000,0.000
103,38.010000,TRANSPORT,0.018000,0.000,0.000,0.000
104,38.030000,TRANSPORT,0.020000,1.012,1.064,0.051
105,38.052000,TRANSPORT,0.022000,0.000,0.000,0.000
106,38.072000,TRANSPORT,0.020000,0.000,0.000,0.000
107,38.092000,TRANSPORT,0.020000,0.452,0.505,0.054
108,38.112000,TRANSPORT,0.020000,0.000,0.000,0.000
109,38.132000,TRANSPORT,0.020000,0.000,0.000,0.000
110,38.148000,TRANSPORT,0.016000,0.000,0.000,0.000
111,38.172000,TRANSPORT,0.024000,0.236,0.286,0.050
112,38.190000,TRANSPORT,0.018000,0.000,0.000,0.000
113,38.210000,TRANSPORT,0.020000,0.000,0.000,0.000
114,38.232000,ROTATE,0.022000,0.196,0.211,0.015
115,38.252000,ROTATE,0.020000,0.000,0.000,0.000
116,38.272000,ROTATE,0.020000,0.000,0.000,0.000
117,38.292000,ROTATE,0.020000,0.123,0.185,0.062
118,38.312000,ROTATE,0.020000,0.000,0.000,0.000
119,38.332000,ROTATE,0.020000,0.000,0.000,0.000
120,38.352000,ROTATE,0.020000,0.000,0.000,0.000
121,38.372000,ROTATE,0.020000,0.097,0.073,0.024
122,38.392000,ROTATE,0.020000,0.000,0.000,0.000
123,38.410000,ROTATE,0.018000,0.000,0.000,0.000
124,38.432000,ROTATE,0.022000,0.600,0.550,0.049
125,38.450000,ROTATE,0.018000,0.000,0.000,0.000
126,38.472000,ROTATE,0.022000,0.000,0.000,0.000
127,38.492000,ROTATE,0.020000,1.688,1.512,0.176
128,38.512000,ROTATE,0.020000,0.000,0.000,0.000
129,38.528000,ROTATE,0.016000,0.000,0.000,0.000
130,38.552000,ROTATE,0.024000,0.000,0.000,0.000
131,38.572000,ROTATE,0.020000,1.715,1.492,0.223
132,38.590000,ROTATE,0.018000,0.000,0.000,0.000
133,38.610000,ROTATE,0.020000,0.000,0.000,0.000
134,38.632000,ROTATE,0.022000,1.505,1.316,0.190
135,38.650000,ROTATE,0.018000,0.000,0.000,0.000
136,38.672000,ROTATE,0.022000,0.000,0.000,0.000
137,38.688000,ROTATE,0.016000,1.399,1.136,0.263
138,38.712000,ROTATE,0.024000,0.000,0.000,0.000
139,38.730000,ROTATE,0.018000,0.000,0.000,0.000
140,38.748000,ROTATE,0.018000,0.000,0.000,0.000
141,38.772000,ROTATE,0.024000,1.252,1.027,0.225
142,38.792000,ROTATE,0.020000,0.000,0.000,0.000
143,38.810000,ROTATE,0.018000,0.000,0.000,0.000
144,38.832000,ROTATE,0.022000,1.365,1.242,0.123
145,38.852000,ROTATE,0.020000,0.000,0.000,0.000
146,38.870000,ROTATE,0.018000,0.000,0.000,0.000
147,38.890000,ROTATE,0.020000,1.336,1.307,0.030
148,38.912000,ROTATE,0.022000,0.000,0.000,0.000
149,38.932000,ROTATE,0.020000,0.000,0.000,0.000
150,38.952000,ROTATE,0.020000,0.000,0.000,0.000
151,38.972000,ROTATE,0.020000,1.397,1.405,0.008
152,38.992000,ROTATE,0.020000,0.000,0.000,0.000
153,39.012000,ROTATE,0.020000,0.000,0.000,0.000
154,39.032000,ROTATE,0.020000,1.445,1.461,0.016
155,39.050000,ROTATE,0.018000,0.000,0.000,0.000
156,39.072000,ROTATE,0.022000,0.000,0.000,0.000
157,39.090000,ROTATE,0.018000,1.479,1.487,0.008
158,39.112000,ROTATE,0.022000,0.000,0.000,0.000
159,39.132000,ROTATE,0.020000,0.000,0.000,0.000
160,39.152000,ROTATE,0.020000,0.000,0.000,0.000
161,39.172000,ROTATE,0.020000,1.548,1.544,0.004
162,39.190000,ROTATE,0.018000,0.000,0.000,0.000
163,39.212000,ROTATE,0.022000,0.000,0.000,0.000
164,39.230000,ROTATE,0.018000,1.520,1.505,0.016
165,39.250000,ROTATE,0.020000,0.000,0.000,0.000
166,39.272000,ROTATE,0.022000,0.000,0.000,0.000
167,39.290000,ROTATE,0.018000,1.534,1.512,0.022
168,39.312000,ROTATE,0.022000,0.000,0.000,0.000
169,39.332000,ROTATE,0.020000,0.000,0.000,0.000
170,39.348000,ROTATE,0.016000,0.000,0.000,0.000
171,39.372000,ROTATE,0.024000,1.499,1.473,0.025
172,39.392000,ROTATE,0.020000,0.000,0.000,0.000
173,39.412000,ROTATE,0.020000,0.000,0.000,0.000
174,39.432000,ROTATE,0.020000,1.649,1.620,0.029
175,39.452000,ROTATE,0.020000,0.000,0.000,0.000
176,39.470000,ROTATE,0.018000,0.000,0.000,0.000
177,39.492000,ROTATE,0.022000,1.609,1.583,0.026
178,39.512000,ROTATE,0.020000,0.000,0.000,0.000
179,39.532000,ROTATE,0.020000,0.000,0.000,0.000
180,39.552000,ROTATE,0.020000,0.000,0.000,0.000
181,39.570000,ROTATE,0.018000,1.568,1.545,0.023
182,39.592000,ROTATE,0.022000,0.000,0.000,0.000
183,39.610000,ROTATE,0.018000,0.000,0.000,0.000
184,39.632000,ROTATE,0.022000,1.574,1.554,0.021
185,39.652000,ROTATE,0.020000,0.000,0.000,0.000
186,39.670000,ROTATE,0.018000,0.000,0.000,0.000
187,39.692000,ROTATE,0.022000,1.544,1.539,0.005
188,39.712000,ROTATE,0.020000,0.000,0.000,0.000
189,39.732000,ROTATE,0.020000,0.000,0.000,0.000
190,39.752000,ROTATE,0.020000,0.000,0.000,0.000
191,39.772000,ROTATE,0.020000,1.755,1.737,0.018
192,39.792000,ROTATE,0.020000,0.000,0.000,0.000
193,39.812000,ROTATE,0.020000,0.000,0.000,0.000
194,39.830000,ROTATE,0.018000,1.569,1.540,0.029
195,39.850000,ROTATE,0.020000,0.000,0.000,0.000
196,39.870000,ROTATE,0.020000,0.000,0.000,0.000
197,39.892000,ROTATE,0.022000,1.752,1.701,0.050
198,39.906000,ROTATE,0.014000,0.000,0.000,0.000
199,39.932000,ROTATE,0.026000,0.000,0.000,0.000
200,39.950000,ROTATE,0.018000,0.000,0.000,0.000
201,39.972000,ROTATE,0.022000,1.666,1.627,0.038
202,39.992000,ROTATE,0.020000,0.000,0.000,0.000
203,40.012000,ROTATE,0.020000,0.000,0.000,0.000
204,40.032000,ROTATE,0.020000,1.623,1.624,0.001
205,40.052000,ROTATE,0.020000,0.000,0.000,0.000
206,40.072000,ROTATE,0.020000,0.000,0.000,0.000
207,40.092000,ROTATE,0.020000,1.636,1.631,0.004
208,40.108000,ROTATE,0.016000,0.000,0.000,0.000
209,40.132000,ROTATE,0.024000,0.000,0.000,0.000
210,40.152000,ROTATE,0.020000,0.000,0.000,0.000
211,40.172000,ROTATE,0.020000,1.607,1.568,0.039
212,40.192000,ROTATE,0.020000,0.000,0.000,0.000
213,40.212000,ROTATE,0.020000,0.000,0.000,0.000
214,40.232000,ROTATE,0.020000,1.384,1.326,0.058
215,40.252000,ROTATE,0.020000,0.000,0.000,0.000
216,40.272000,ROTATE,0.020000,0.000,0.000,0.000
217,40.292000,ROTATE,0.020000,1.134,1.036,0.098
218,40.312000,ROTATE,0.020000,0.000,0.000,0.000
219,40.332000,ROTATE,0.020000,0.000,0.000,0.000
220,40.350000,ROTATE,0.018000,0.000,0.000,0.000
221,40.372000,ROTATE,0.022000,0.784,0.771,0.013
222,40.392000,ROTATE,0.020000,0.000,0.000,0.000
223,40.410000,ROTATE,0.018000,0.000,0.000,0.000
224,40.432000,ROTATE,0.022000,0.571,0.511,0.060
225,40.452000,ROTATE,0.020000,0.000,0.000,0.000
226,40.472000,ROTATE,0.020000,0.000,0.000,0.000
227,40.490000,ROTATE,0.018000,0.474,0.368,0.106
228,40.510000,ROTATE,0.020000,0.000,0.000,0.000
229,40.524000,ROTATE,0.014000,0.000,0.000,0.000
230,40.552000,ROTATE,0.028000,0.000,0.000,0.000
231,40.572000,ROTATE,0.020000,0.283,0.228,0.055
232,40.590000,ROTATE,0.018000,0.000,0.000,0.000
233,40.612000,ROTATE,0.022000,0.000,0.000,0.000
234,40.632000,ROTATE,0.020000,0.208,0.145,0.063
235,40.650000,ROTATE,0.018000,0.000,0.000,0.000
236,40.670000,ROTATE,0.020000,0.000,0.000,0.000
237,40.692000,ROTATE,0.022000,0.235,0.160,0.074
238,40.710000,ROTATE,0.018000,0.000,0.000,0.000
239,40.732000,ROTATE,0.022000,0.000,0.000,0.000
240,40.752000,ROTATE,0.020000,0.000,0.000,0.000
241,40.772000,ROTATE,0.020000,0.152,0.092,0.060
242,40.792000,ROTATE,0.020000,0.000,0.000,0.000
243,40.812000,ROTATE,0.020000,0.000,0.000,0.000
244,40.830000,ROTATE,0.018000,0.110,0.089,0.021
245,40.846000,ROTATE,0.016000,0.000,0.000,0.000
246,40.870000,ROTATE,0.024000,0.000,0.000,0.000
247,40.890000,ROTATE,0.020000,0.579,0.607,0.028
248,40.912000,ROTATE,0.022000,0.000,0.000,0.000
